description,country,variety
"A perfumed wine with wood aging flavors over citrus. From the Vinho Verde region, it's a curious hybrid of a wine, neither crisp enough nor rich enough.",Portugal,Portuguese White
Aromas of strawberry sherbet are followed by sweet candy-shop flavors on the palate. Chill it thoroughly before drinking. Screwcap.,Portugal,Rosé
"Kopke has an impressive quantity of old tawnies, some of which will have ended up in this wine. It certainly seems older than its 20 years with strong wood flavors, smoky toast and beautiful mature acidity. It is very ready to drink, a fine mature tawny.",Portugal,Port
"Beautifully perfumed, this has ripe blackberry flavors and a relatively dry character. The spirit is now well balanced, giving a backbone to the violet aromas and spicy character of this still-young LBV. It is good to drink now for its fruit, but it will improve and show more complex flavors after 2017–2018.",Portugal,Port
"A ripe wine from the Real Companhia Velha, this shows a rich character, its tannins ripe and generous. It's not a huge wine, but it does show a fine, full-bodied flavor of sweet plum. The final feeling is smooth and opulent.",Portugal,Port
"This blend of this wine is popular in Alentejo with Syrah now part of the repertoire. The wine is warm, with a ripe character and a sunny feel. Its structure and acidity keep the wine balanced. Drink now.",Portugal,Portuguese Red
"Made by the winemaking team of Quinta de la Rosa, this powerful and bold wine comes from vineyards up river in Douro Superior. It is full of dark, dense black fruits and concentrated tannins with brisk acidity on the finish. Drink from 2018.",Portugal,Portuguese Red
"This is a strong, firm wine with an initially earthy aroma that fills out with the scent of dark black fruits. The structure of the wine is taut, dark and brooding, offering serious potential for aging. Its bold acidity and young tannins further suggest aging, so drink between 2016–2024. Langdon Shiverick, Comète Wines.",Portugal,Touriga Nacional
VV refers to the old vines that are at the heart of this impressive wine. It has great concentration both from the richly structured fruit and tannins. New wood comes through richly on this powerhouse of texture and density. Give the wine at least six years to mature.,Portugal,Portuguese Red
"Ikon refers to Touriga Nacional's position as Portugal's iconic grape. It is almost black in color, and profoundly dense and dry with wood tannins at this early stage of development. Yet it promises a palate that's rich and smooth with fruit in time. It's intended for long-term aging so drink from 2017.",Portugal,Touriga Nacional
"This is a smooth, impressively rich wine powered by silky tannins and ripe black fruits. The palate is intensely concentrated with a big, bold structure and a solid feel. It does need some aging, so drink from 2016.",Portugal,Portuguese Red
"Great nutty aromas come from the glass and follow into the palate of this sweeter style of white Port. It is rich, packed with almonds and a tangy orange zest edge.",Portugal,White Port
"A fresh-faced wine, bright with berry fruits, a light layer of tannins and a soft, easy texture. There is some stalkiness but this is great as a delicious, easy wine.",Portugal,Portuguese Red
Arinto is the real local grape of the small city of Bucelas where this quinta is located. This fresh wine shows its light mineral and citrus character very well. It also brings out riper fruit flavors that fill it out and give it a rich character. The wine is ready to drink now.,Portugal,Arinto
"A juicy, fruity wine that is named after the Knights Templar who built a magnificent castle and convent in the local city of Tomar. It is fresh with red berry acidity and some perfumed tannins. It should be ready to drink soon, but wait until the end of 2016 for the best results.",Portugal,Portuguese Red
"Light red wine, with a stalky black currant character. It is very fruity, showing herbs and soft tannins. Almost an apéritif red, certainly one for lightly flavored dishes.",Portugal,Portuguese Red
"A soft Vinho Verde, with white fruit flavors, only light acidity and some final sweetness. An attractive apéritif.",Portugal,Portuguese White
"Soft, sweet raspberry fruit-flavored wine. It has a line of acidity while its main character is the light, sweet aftertaste. Screwcap.",Portugal,Rosé
"On the dry side, with caramel and strawberry flavors, this is an attractive, bright rosé, as fresh as they come.",Portugal,Rosé
"Named for the 14th-century English princess who married the Portuguese king, this is a soft and rounded style of Vinho Verde. It has yellow fruits, melon and pear flavors and a full texture. Drink this food-friendly wine now.",Portugal,Portuguese White
"Blackberry jam aromas lead to a fruity wine, soft and juicy. Fresh and rounded, it has balanced acidity and an open, generous character. Drink now.",Portugal,Portuguese Red
A blend of Arinto and Fernão Pires gives a citrus-flavored wine that is fruity and ready to drink. There's an attractive texture of orange zest as well as pepper and spice.,Portugal,Portuguese White
"Both mineral and herbaceous, this is a crisp, taut and textured wine. It shows a tangy character, lemon zest and bright acidity. It's still too young, so drink from the end of 2015.",Portugal,Portuguese White
"Always an easy, light and fruity wine, this is full of peach and apple flavors. It is lightly textured with tangy orange zest and full of fresh, crisp acidity. The wine is ready to drink.",Portugal,Portuguese White
"This huge, fruity wine is packed with tannins and superripe fruits. It's a big wine in all senses, from its massive structure to its bold red berry flavors. There's a ripe, juicy end to this powerful wine.",Portugal,Portuguese Red
"Lemon and freshly squeezed lime give this attractive wine a crisp, bright texture that is rounded out at the end with perfumed flavors from the Moscatel in the blend. This fruity, textured wine needs a few more months before drinking. Drink from late 2015.",Portugal,Portuguese White
"A blend of Chardonnay and Arinto, this wood-aged wine is rich and packed with both toast and fruit flavors. Vanilla and apple and citrus acidity are generously pulled together by the mineral texture and ripe structure. The wine will be best from 2017.",Portugal,Portuguese White
"Produced from a field blend of Douro varieties, and foot trodden in open granite fermenters, this is a wine that has an excellent future. It also has such delicious juicy black fruits that it could be drunk soon. Ideally, though, keep this ripe sweet wine until 2026.",Portugal,Port
"Delaforce is a long-established brand that first appeared in the US in the 1930s though it came on the European market in 1878. The wine is sweet with that fascinating old wood character of an aged tawny. Toffee, spice and dried fruits give it a wide range of flavors. The wine, ripe and balanced, is ready to drink.",Portugal,Port
"One of the top wines from this producer, this blend of at least 10 grape varieties comes from its estate. The wood aging has added sophistication to this already concentrated wine. With black fruits to the fore and firm tannins, it will age well. Drink from 2019.",Portugal,Portuguese Red
"Now deliciously mature, this rich wine is smooth and dense. Produced by the Cálem family, one of the great names of the Douro, the wine is laden with big black fruits and tarry tannins. The wine is very ready to drink.",Portugal,Portuguese Red
"From 24 different varieties of old vines, this wine is rich, bold and ripe. Without any wood aging, it is solid with tannins and dense structure. There is a juicy background coming from the blackberry and damson fruits. Drink this serious, ageworthy wine from 2019.",Portugal,Portuguese Red
"A soft and ripe wine with gentle tannins and spicy black currant fruit, this tastes dry and has fine acidity and a juicy aftertaste. The name is a reminder that the vineyards are close to the Atlantic Ocean.",Portugal,Portuguese Red
